scorer,,,,,,,,,,,,,,,,,,,,,,,,,,
bodyparts,chin,chin,mouth,mouth,LED,LED,LPecBase,LPecBase,LPecTip,LPecTip,RPecBase,RPecBase,RPecTip,RPecTip,Trunk1,Trunk1,Trunk2,Trunk2,Tail1,Tail1,Tail2,Tail2,CaudalFork,CaudalFork,SideView,SideView
IntialRun/img31.png,1010.9884038199199,707.9889867841409,987.1521145975439,713.275330396476,939.479536152797,732.6585903083701,888.401773533424,718.561674008811,857.755115961801,692.129955947137,900.319918144611,762.614537444934,888.401773533424,792.5704845814979,886.6991814461121,743.23127753304,845.836971350614,755.5660792951539,793.056616643929,771.4251101321589,730.0607094133701,790.808370044053,619.392223738063,790.808370044053,1125.06207366985,743.23127753304
IntialRun/img32.png,896.914733969986,743.23127753304,864.56548431105,752.041850220264,804.9747612551159,792.5704845814979,764.1125511596181,753.8039647577091,748.789222373806,723.848017621145,774.3281036834919,799.618942731277,776.0306957708051,824.2885462555071,753.896998635744,778.473568281938,699.4140518417461,785.522026431718,644.931105047749,794.332599118943,580.232605729877,801.381057268722,476.37448840382,829.5748898678411,1162.5190995907199,766.1387665198241
IntialRun/img33.png,702.819236016371,59.530837004405406,733.465893587995,78.9140969162995,777.733287858117,108.87004405286301,794.7592087312421,154.685022026432,786.2462482946801,193.45154185022,820.2980900409281,122.966960352423,850.9447476125509,121.20484581497801,813.487721691678,144.11233480176202,849.2421555252389,168.781938325991,884.9965893588001,211.07268722466998,908.832878581173,292.129955947137,871.3758526603,371.425110132159,1130.16984993179,177.592511013216
IntialRun/img34.png,198.851978171896,468.34140969162996,214.17530695770802,429.574889867841,238.01159618008202,380.235682819383,283.981582537517,367.900881057269,319.736016371078,385.52202643171796,251.632332878581,330.896475770925,246.524556616644,299.178414096916,266.955661664393,339.70704845815,297.602319236016,306.226872246696,331.654160982265,270.984581497797,391.244884038199,221.645374449339,472.969304229195,163.495594713656,1155.7087312414699,447.19603524229103
IntialRun/img35.png,959.9106412005459,822.526431718062,951.3976807639841,796.094713656388,936.074351978172,746.75550660793,944.587312414734,695.654185022026,983.746930422919,688.605726872247,907.1302864938609,702.702643171806,871.3758526603,683.319383259912,922.453615279673,665.6982378854631,917.345839017735,609.3105726872251,912.2380627557981,554.6850220264321,912.2380627557981,489.486784140969,896.914733969986,415.47797356828204,1133.57503410641,744.9933920704849
IntialRun/img36.png,833.918826739427,829.5748898678411,842.431787175989,792.5704845814979,866.2680763983631,720.323788546256,890.104365620737,692.129955947137,932.6691678035471,681.5572687224669,845.836971350614,692.129955947137,811.785129604366,670.984581497797,881.591405184175,655.125550660793,895.2121418826739,604.0242290748901,898.617326057299,551.160792951542,900.319918144611,491.248898678414,886.6991814461121,406.66740088105695,1152.30354706685,725.6101321585901
IntialRun/img37.png,735.168485675307,554.6850220264321,769.220327421555,574.068281938326,854.349931787176,618.121145374449,835.621418826739,656.887665198238,833.918826739427,688.605726872247,878.18622100955,616.359030837004,900.319918144611,612.834801762114,890.104365620737,658.649779735683,924.156207366985,704.464757709251,941.1821282401089,739.70704845815,953.1002728512959,785.522026431718,925.858799454297,859.530837004405,1193.16575716235,619.883259911894
IntialRun/img38.png,958.2080491132331,195.213656387665,951.3976807639841,230.455947136564,912.2380627557981,315.037444933921,879.888813096862,293.892070484582,840.7291950886771,300.940528634361,,,924.156207366985,362.614537444934,878.18622100955,357.328193832599,850.9447476125509,397.856828193833,820.2980900409281,434.861233480176,769.220327421555,456.006607929515,699.4140518417461,468.34140969162996,,
IntialRun/img39.png,381.029331514325,967.019823788546,352.08526603001405,942.350220264317,294.197135061392,900.0594713656391,312.925648021828,857.76872246696,331.654160982265,822.526431718062,275.46862210095503,878.9140969163001,241.416780354707,873.627753303965,275.46862210095503,848.958149779736,248.227148703956,808.4295154185021,224.390859481583,773.187224669603,185.23124147339698,704.464757709251,181.826057298772,626.931718061674,1159.1139154161,838.385462555066
IntialRun/img40.png,147.774215552524,621.645374449339,154.584583901774,596.9757709251099,163.09754433833598,521.2048458149781,205.66234652114602,507.107929515419,246.524556616644,522.966960352423,169.907912687585,482.43832599118895,157.98976807639798,456.006607929515,188.636425648022,477.151982378855,209.06753069577098,431.33700440528605,239.71418826739398,389.04625550660796,272.06343792633,334.420704845815,297.602319236016,244.552863436123,1164.22169167804,554.6850220264321
IntialRun/img41.png,690.901091405184,750.279735682819,704.521828103683,783.759911894273,733.465893587995,856.0066079295151,723.25034106412,880.676211453744,685.793315143247,878.9140969163001,764.1125511596181,859.530837004405,793.056616643929,838.385462555066,752.194406548431,900.0594713656391,767.517735334243,949.3986784140969,798.164392905866,991.6894273127749,837.324010914052,1042.79074889868,902.022510231924,1081.5572687224699,1147.19577080491,808.4295154185021
IntialRun/img42.png,539.370395634379,998.7378854625549,570.0170532060031,982.878854625551,622.797407912688,956.4471365638769,670.469986357435,945.874449339207,699.4140518417461,956.4471365638769,639.823328785812,914.156387665198,651.741473396999,880.676211453744,658.551841746248,926.491189427313,706.2244201909959,900.0594713656391,759.0047748976809,884.2004405286341,816.892905866303,856.0066079295151,902.022510231924,824.2885462555071,1147.19577080491,905.345814977974
IntialRun/img43.png,587.042974079127,82.4383259911895,610.879263301501,107.107929515419,661.957025920873,167.019823788546,658.551841746248,202.262114537445,656.8492496589361,242.790748898678,694.3062755798089,179.354625550661,724.952933151432,189.92731277533002,690.901091405184,211.07268722466998,716.43997271487,235.742290748899,740.2762619372439,281.55726872246703,760.707366984993,336.18281938326,760.707366984993,440.14757709251097,1223.81241473397,246.314977973568
IntialRun/img44.png,741.978854024557,850.720264317181,767.517735334243,817.240088105727,806.677353342428,773.187224669603,845.836971350614,757.328193832599,874.781036834925,753.8039647577091,808.379945429741,729.1343612334799,801.5695770804911,692.129955947137,844.134379263302,722.0859030836999,876.4836289222369,676.270925110132,902.022510231924,639.266519823788,932.6691678035471,575.8303964757711,942.884720327422,489.486784140969,1142.08799454297,759.090308370044
IntialRun/img45.png,808.379945429741,722.0859030836999,825.405866302865,679.7951541850219,856.0525238744881,632.218061674009,876.4836289222369,604.0242290748901,907.1302864938609,589.9273127753299,832.2162346521151,586.403083700441,806.677353342428,554.6850220264321,886.6991814461121,531.777533039648,896.914733969986,484.20044052863403,910.535470668486,438.385462555066,927.56139154161,380.235682819383,953.1002728512959,325.61013215859,1154.00613915416,639.266519823788
IntialRun/img46.png,1014.3935879945401,1030.4559471365599,988.854706684857,1011.07268722467,891.806957708049,1019.8832599118901,913.9406548431099,981.1167400881059,907.1302864938609,945.874449339207,907.1302864938609,1037.50440528634,895.2121418826739,1062.1740088105698,847.5395634379261,986.4030837004401,810.0825375170531,963.495594713656,782.841064120055,924.729074889868,765.8151432469299,866.579295154185,762.409959072306,803.143171806167,,
IntialRun/img47.png,438.91746248294703,158.209251101322,409.973396998636,184.640969162996,374.218963165075,212.83480176211398,324.84379263301497,230.455947136564,290.791950886767,232.21806167400902,360.598226466576,258.64977973568296,362.300818553888,295.654185022026,328.24897680764,256.887665198238,294.197135061392,299.178414096916,263.550477489768,341.469162995595,220.985675306958,422.526431718062,217.58049113233298,482.43832599118895,1148.89836289222,297.41629955947104
IntialRun/img48.png,1009.28581173261,688.605726872247,975.233969986357,713.275330396476,910.535470668486,757.328193832599,886.6991814461121,732.6585903083701,873.078444747613,697.416299559471,920.75102319236,778.473568281938,944.587312414734,799.618942731277,861.1603001364259,780.235682819383,808.379945429741,803.143171806167,769.220327421555,817.240088105727,721.5477489768081,829.5748898678411,629.607776261937,863.055066079295,1206.78649386085,732.6585903083701
IntialRun/img49.png,285.68417462483,117.680616740088,290.791950886767,140.58810572687202,297.602319236016,184.640969162996,273.766030013643,232.21806167400902,243.119372442019,256.887665198238,316.330832196453,226.931718061674,341.86971350613896,251.601321585903,297.602319236016,241.02863436123297,297.602319236016,290.367841409692,299.304911323329,337.944933920705,289.089358799454,406.66740088105695,273.766030013643,505.345814977974,1142.08799454297,274.50881057268697
IntialRun/img50.png,522.344474761255,457.76872246696,556.396316507503,431.33700440528605,605.771487039563,401.381057268722,648.3362892223739,397.856828193833,678.9829467939969,403.143171806167,621.094815825375,364.376651982379,615.9870395634381,325.61013215859,641.525920873124,374.94933920704904,682.388130968622,346.755506607929,726.655525238745,327.372246696035,772.62551159618,293.892070484582,869.6732605729879,241.02863436123297,1150.6009549795401,440.14757709251097
IntialRun/img51.png,668.767394270123,195.213656387665,694.3062755798089,214.59691629955898,750.4918144611189,249.83920704845798,745.3840381991811,304.464757709251,724.952933151432,327.372246696035,784.5436562073669,274.50881057268697,806.677353342428,260.41189427312804,776.0306957708051,299.178414096916,815.19031377899,336.18281938326,847.5395634379261,381.997797356828,883.293997271487,450.72026431718103,941.1821282401089,510.632158590308,1147.19577080491,307.988986784141
IntialRun/img52.png,810.0825375170531,226.931718061674,833.918826739427,253.363436123348,879.888813096862,295.654185022026,859.457708049113,339.70704845815,820.2980900409281,355.56607929515405,905.427694406548,325.61013215859,929.263983628922,315.037444933921,900.319918144611,352.041850220264,924.156207366985,397.856828193833,939.479536152797,438.385462555066,951.3976807639841,494.773127753304,946.289904502046,614.596916299559,1126.76466575716,330.896475770925
IntialRun/img53.png,832.2162346521151,434.861233480176,847.5395634379261,470.103524229075,878.18622100955,533.539647577093,856.0525238744881,570.5440528634359,823.703274215552,588.165198237885,900.319918144611,549.3986784140969,929.263983628922,540.5881057268721,893.509549795362,584.640969162996,903.725102319236,632.218061674009,915.643246930423,695.654185022026,907.1302864938609,769.6629955947141,871.3758526603,836.623348017621,1167.6268758526599,537.063876651982
IntialRun/img54.png,592.1507503410639,762.614537444934,626.202592087312,781.997797356828,667.06480218281,819.002202643172,704.521828103683,848.958149779736,716.43997271487,877.151982378855,718.1425648021831,799.618942731277,753.896998635744,787.2841409691631,719.8451568894949,824.2885462555071,767.517735334243,836.623348017621,825.405866302865,838.385462555066,878.18622100955,824.2885462555071,973.531377899045,787.2841409691631,1125.06207366985,790.808370044053
IntialRun/img55.png,593.853342428377,410.19162995594706,612.581855388813,376.71145374449304,648.3362892223739,318.561674008811,685.793315143247,302.702643171806,726.655525238745,290.367841409692,656.8492496589361,281.55726872246703,668.767394270123,246.314977973568,680.68553888131,279.795154185022,723.25034106412,255.125550660793,770.922919508868,225.16960352422902,862.862892223738,225.16960352422902,930.9665757162351,253.363436123348,1152.30354706685,378.473568281938
IntialRun/img56.png,692.6036834924961,59.530837004405406,728.358117326057,96.535242290749,772.62551159618,128.253303964758,776.0306957708051,172.306167400881,774.3281036834919,207.54845814978,810.0825375170531,140.58810572687202,840.7291950886771,135.301762114538,808.379945429741,172.306167400881,847.5395634379261,230.455947136564,881.591405184175,278.033039647577,903.725102319236,341.469162995595,903.725102319236,399.618942731277,1193.16575716235,198.737885462555
IntialRun/img57.png,289.089358799454,410.19162995594706,261.84788540245603,443.671806167401,215.87789904502,494.773127753304,193.744201909959,508.870044052863,161.394952251023,519.4427312775331,231.20122783083198,533.539647577093,232.903819918145,567.019823788546,197.149386084584,558.209251101322,176.71828103683498,621.645374449339,171.610504774898,676.270925110132,175.015688949523,732.6585903083701,188.636425648022,794.332599118943,1165.92428376535,517.680616740088
IntialRun/img58.png,566.611869031378,137.063876651982,602.3663028649389,142.350220264317,656.8492496589361,147.636563876652,672.172578444748,204.02422907488997,644.931105047749,230.455947136564,699.4140518417461,159.971365638766,713.0347885402459,135.301762114538,697.711459754434,186.40308370044102,745.3840381991811,212.83480176211398,793.056616643929,246.314977973568,844.134379263302,307.988986784141,886.6991814461121,392.570484581498,1147.19577080491,232.21806167400902
IntialRun/img59.png,253.334924965894,639.266519823788,244.821964529332,607.54845814978,217.58049113233298,538.825991189427,239.71418826739398,501.82158590308404,256.740109140518,468.34140969162996,198.851978171896,524.729074889868,166.50272851296,542.350220264317,212.472714870396,480.676211453744,209.06753069577098,419.002202643172,203.959754433834,371.425110132159,210.770122783083,307.988986784141,227.79604365620702,228.693832599119,1165.92428376535,561.7334801762111
IntialRun/img60.png,777.733287858117,285.081497797357,794.7592087312421,309.751101321586,835.621418826739,357.328193832599,815.19031377899,408.429515418502,787.948840381992,434.861233480176,856.0525238744881,387.284140969163,878.18622100955,387.284140969163,852.647339699864,411.95374449339204,876.4836289222369,457.76872246696,893.509549795362,507.107929515419,920.75102319236,567.019823788546,954.802864938608,667.460352422907,1140.38540245566,385.52202643171796
IntialRun/img61.png,968.423601637108,639.266519823788,944.587312414734,678.033039647577,902.022510231924,748.5176211453739,871.3758526603,736.1828193832599,822.0006821282401,741.469162995595,898.617326057299,767.900881057269,902.022510231924,796.094713656388,864.56548431105,778.473568281938,833.918826739427,808.4295154185021,799.866984993179,831.3370044052859,752.194406548431,864.8171806167401,680.68553888131,919.442731277533,1211.8942701227802,718.561674008811
IntialRun/img62.png,227.79604365620702,707.9889867841409,246.524556616644,734.420704845815,272.06343792633,783.759911894273,287.386766712142,833.099118942731,287.386766712142,859.530837004405,318.033424283765,799.618942731277,353.787858117326,813.7158590308369,311.22305593451597,834.8612334801759,338.46452933151403,875.3898678414099,364.003410641201,922.9669603524229,394.650068212824,982.878854625551,406.568212824011,1069.22246696035,1147.19577080491,743.23127753304
IntialRun/img63.png,229.49863574352,348.51762114537496,253.334924965894,325.61013215859,297.602319236016,272.746696035242,345.274897680764,276.270925110132,382.73192360163694,299.178414096916,318.033424283765,239.266519823788,311.22305593451597,214.59691629955898,345.274897680764,249.83920704845798,392.947476125512,211.07268722466998,438.91746248294703,181.116740088106,491.697817189632,142.350220264317,568.31446111869,105.345814977974,1167.6268758526599,360.85242290748903
IntialRun/img64.png,951.3976807639841,1000.5,917.345839017735,968.7819383259911,845.836971350614,930.015418502203,869.6732605729879,891.248898678414,890.104365620737,854.24449339207,,,823.703274215552,974.068281938326,816.892905866303,887.724669603524,791.354024556617,850.720264317181,757.3021828103681,813.7158590308369,713.0347885402459,767.900881057269,643.228512960437,744.9933920704849,,
IntialRun/img65.png,820.2980900409281,34.8612334801762,825.405866302865,64.8171806167402,850.9447476125509,158.209251101322,787.948840381992,147.636563876652,760.707366984993,124.72907488986799,,,,,830.5136425648019,205.786343612335,816.892905866303,256.887665198238,794.7592087312421,300.940528634361,757.3021828103681,353.80396475770897,733.465893587995,417.240088105727,1225.5150068212802,205.786343612335
IntialRun/img66.png,287.386766712142,330.896475770925,307.81787175989103,299.178414096916,346.977489768076,233.98017621145402,375.921555252387,235.742290748899,416.783765347885,219.883259911894,345.274897680764,205.786343612335,350.38267394270105,168.781938325991,377.6241473397,196.97577092511003,415.081173260573,167.019823788546,454.240791268759,138.825991189427,522.344474761255,110.632158590308,610.879263301501,130.015418502203,1206.78649386085,332.65859030837004
IntialRun/img67.png,253.334924965894,149.398678414097,270.360845839018,172.306167400881,295.899727148704,207.54845814978,302.710095497954,258.64977973568296,273.766030013643,278.033039647577,335.059345156889,226.931718061674,364.003410641201,205.786343612335,323.141200545703,251.601321585903,357.193042291951,299.178414096916,406.568212824011,343.23127753304,457.645975443383,392.570484581498,503.61596180081904,456.006607929515,1148.89836289222,297.41629955947104
